Date        Box_A     Box_B     Box_C     EMI(=Box_A-0.5*Box_B-0.5*Box_C)
1977:11:16:0 0.709868 0.005586 -0.0560986 0.735124
1977:12:16:0 0.733614 -0.231913 -0.118406 0.908774
1978:1:16:0 0.502009 0.100193 -0.0893446 0.496585
1978:2:16:0 0.322271 -0.0557502 -0.233927 0.46711
1978:3:16:0 0.084521 -0.266704 0.00633398 0.214706
1978:4:16:0 -0.0625505 -0.380436 -0.0914262 0.17338
1978:5:16:0 0.000726576 -0.539122 0.183931 0.178322
1978:6:16:0 -0.133881 -0.749185 0.462717 0.00935347
1978:7:16:0 0.00644456 -0.431862 0.615038 -0.0851434
1978:8:16:0 -0.0704176 -0.607771 0.340273 0.0633316
1978:9:16:0 -0.15176 -0.339686 0.260082 -0.111958
1978:10:16:0 -0.123074 -0.268633 0.0108851 0.00580021
1978:11:16:0 -0.0465702 0.0566048 -0.0880058 -0.0308697
1978:12:16:0 -0.0460907 0.311079 0.0286437 -0.215952
1979:1:16:0 0.134263 0.234597 0.00875191 0.0125886
1979:2:16:0 0.110076 -0.121446 0.0734991 0.134049
1979:3:16:0 0.117411 -0.0275094 -0.0841733 0.173252
1979:4:16:0 0.146128 0.373876 -0.110647 0.0145133
1979:5:16:0 -0.0272849 0.322489 0.133921 -0.25549
1979:6:16:0 0.0656099 0.482659 0.176072 -0.263755
1979:7:16:0 -0.00344148 0.308237 -0.051587 -0.131766
1979:8:16:0 -0.0137495 0.503276 -0.111668 -0.209554
1979:9:16:0 0.030281 0.769752 0.1473 -0.428245
1979:10:16:0 0.18508 0.701363 -0.111574 -0.109814
1979:11:16:0 0.149911 0.464019 -0.128728 -0.0177339
1979:12:16:0 0.459554 0.336377 -0.124183 0.353456
1980:1:16:0 0.518601 0.308858 -0.260006 0.494175
1980:2:16:0 0.516497 0.0967541 -0.312167 0.624203
1980:3:16:0 0.426808 0.220616 -0.157397 0.395199
1980:4:16:0 0.320693 0.232523 -0.235302 0.322083
1980:5:16:0 0.349118 0.379779 -0.153487 0.235972
1980:6:16:0 0.280979 0.274045 -0.169208 0.228561
1980:7:16:0 0.223736 -0.131723 -0.0537307 0.316463
1980:8:16:0 -0.0253271 -0.0577198 0.123604 -0.0582689
1980:9:16:0 0.0537064 0.119956 -0.0268306 0.00714379
1980:10:16:0 0.195584 -0.142809 -0.0220482 0.278013
1980:11:16:0 0.319624 -0.120761 0.0820392 0.338985
1980:12:16:0 0.238594 -0.267163 0.187654 0.278349
1981:1:16:0 0.0223658 -0.668618 -0.00833514 0.360842
1981:2:16:0 -0.124131 -0.431265 0.0401449 0.0714288
1981:3:16:0 0.108891 -0.11308 0.0241209 0.153371
1981:4:16:0 -0.119958 -0.182722 0.227301 -0.142248
1981:5:16:0 -0.0880056 -0.110175 0.498032 -0.281934
1981:6:16:0 -0.211122 0.0281456 0.458227 -0.454309
1981:7:16:0 -0.283398 -0.17936 0.63372 -0.510578
1981:8:16:0 -0.179057 -0.306763 0.41993 -0.235641
1981:9:16:0 0.0357096 -0.0286653 0.322061 -0.110988
1981:10:16:0 0.0621162 0.066798 0.233929 -0.0882474
1981:11:16:0 0.0792779 -0.0419899 0.296434 -0.0479441
1981:12:16:0 0.16933 0.265945 -0.0174672 0.045091
1982:1:16:0 0.101544 0.307825 0.179474 -0.142105
1982:2:16:0 0.0316796 0.127105 0.0956999 -0.0797229
1982:3:16:0 0.261459 -0.201003 0.122609 0.300655
1982:4:16:0 0.46122 -0.0177205 -0.0229536 0.481557
1982:5:16:0 0.57761 0.394842 -0.0956284 0.428004
1982:6:16:0 0.719573 0.425652 -0.16802 0.590757
1982:7:16:0 0.453336 0.566154 -0.325965 0.333241
1982:8:16:0 0.422078 0.978691 -0.449421 0.157442
1982:9:16:0 0.557033 1.72542 -0.501199 -0.0550766
1982:10:16:0 0.94832 1.98961 -0.429871 0.168452
1982:11:16:0 0.719744 2.45608 -0.409212 -0.303691
1982:12:16:0 0.668069 2.70026 -0.111766 -0.626176
1983:1:16:0 0.766812 2.50153 -0.0336449 -0.467133
1983:2:16:0 0.68 2.09521 0.0280854 -0.381648
1983:3:16:0 0.509711 2.12485 0.0102539 -0.55784
1983:4:16:0 0.265474 2.47851 0.019045 -0.983302
1983:5:16:0 0.326925 2.90752 -0.113511 -1.07008
1983:6:16:0 0.216761 3.15633 0.144184 -1.4335
1983:7:16:0 -0.0199908 2.83552 0.171621 -1.52356
1983:8:16:0 -0.0925801 2.24943 0.148734 -1.29166
1983:9:16:0 -0.268458 1.46882 0.349394 -1.17756
1983:10:16:0 -0.42366 0.894662 0.350489 -1.04624
1983:11:16:0 -0.463243 0.567917 0.309155 -0.901779
1983:12:16:0 -0.27784 0.520484 0.142801 -0.609483
1984:1:16:0 -0.229238 0.181583 0.351057 -0.495558
1984:2:16:0 -0.252446 -0.0330362 0.384245 -0.42805
1984:3:16:0 -0.364507 0.0771433 0.299785 -0.552971
1984:4:16:0 -0.466805 0.0976273 0.348079 -0.689658
1984:5:16:0 -0.461004 -0.362667 0.277342 -0.418341
1984:6:16:0 -0.37996 -0.454349 0.0660005 -0.185786
1984:7:16:0 -0.18325 -0.163797 0.0704566 -0.13658
1984:8:16:0 -0.24832 -0.118717 0.226763 -0.302343
1984:9:16:0 -0.00886749 -0.0175195 0.387689 -0.193952
1984:10:16:0 -0.401968 -0.248321 0.211161 -0.383387
1984:11:16:0 -0.630535 -0.084613 0.180598 -0.678527
1984:12:16:0 -0.825271 -0.244694 0.134467 -0.770158
1985:1:16:0 -0.393477 -0.413782 0.0435496 -0.20836
1985:2:16:0 -0.44754 -0.536018 0.157502 -0.258282
1985:3:16:0 -0.562715 -0.291279 0.27835 -0.556251
1985:4:16:0 -0.556975 -0.571174 0.276061 -0.409419
1985:5:16:0 -0.456473 -0.780157 0.213011 -0.1729
1985:6:16:0 -0.412166 -0.71041 0.068311 -0.091116
1985:7:16:0 -0.136442 -0.629321 -0.0467955 0.201616
1985:8:16:0 -0.0795451 -0.646455 -0.0285574 0.257961
1985:9:16:0 -0.0339239 -0.530616 0.0271356 0.217816
1985:10:16:0 -0.0612781 -0.494675 0.130119 0.121
1985:11:16:0 0.0592118 -0.546936 0.429758 0.117801
1985:12:16:0 0.0772191 -0.374475 0.529341 -0.000213824
1986:1:16:0 -0.175634 -0.30478 0.256629 -0.151559
1986:2:16:0 -0.0886052 -0.0194139 0.101497 -0.129647
1986:3:16:0 -0.0842619 -0.245801 0.168511 -0.0456169
1986:4:16:0 -0.0464179 -0.334856 0.1571 0.0424599
1986:5:16:0 -0.0329885 -0.430976 0.384314 -0.00965733
1986:6:16:0 0.234345 -0.403814 0.306038 0.283233
1986:7:16:0 0.33365 -0.0493922 0.378204 0.169244
1986:8:16:0 0.456167 0.0475946 0.303873 0.280434
1986:9:16:0 0.664021 0.0808062 0.176324 0.535456
1986:10:16:0 0.7055 0.437125 0.288005 0.342936
1986:11:16:0 0.78604 0.531024 0.200903 0.420077
1986:12:16:0 0.672619 0.63533 0.0395317 0.335188
1987:1:16:0 0.677095 0.683154 0.0110052 0.330015
1987:2:16:0 0.718244 0.842411 -0.24056 0.417318
1987:3:16:0 0.78767 0.953494 0.00110607 0.31037
1987:4:16:0 0.509987 1.05318 0.138201 -0.085704
1987:5:16:0 0.586 1.16674 0.188806 -0.0917733
1987:6:16:0 0.802616 0.827279 0.245938 0.266007
1987:7:16:0 0.850311 1.23191 0.0918922 0.188408
1987:8:16:0 0.855032 1.19759 0.127025 0.192724
1987:9:16:0 0.973554 1.41229 0.0972025 0.21881
1987:10:16:0 1.02662 1.34068 0.244808 0.233883
1987:11:16:0 1.03575 1.06159 0.296352 0.356781
1987:12:16:0 0.90948 1.09394 0.230892 0.247064
1988:1:16:0 0.758717 0.461229 0.407705 0.32425
1988:2:16:0 0.546703 0.100171 0.481855 0.25569
1988:3:16:0 0.436634 0.0645018 0.724563 0.0421009
1988:4:16:0 -0.0048859 -0.294168 0.641275 -0.178439
1988:5:16:0 -0.274661 -0.479383 0.575438 -0.322688
1988:6:16:0 -0.378079 -1.10504 0.562423 -0.106769
1988:7:16:0 -0.505943 -0.981433 0.609676 -0.320064
1988:8:16:0 -0.485214 -0.901651 0.768086 -0.418431
1988:9:16:0 -0.535479 -0.842945 0.817878 -0.522945
1988:10:16:0 -1.04517 -0.7901 0.771301 -1.03577
1988:11:16:0 -1.12585 -0.568988 0.654281 -1.16849
1988:12:16:0 -1.04556 -0.690051 0.460944 -0.931005
1989:1:16:0 -1.16713 -0.307717 0.561746 -1.29414
1989:2:16:0 -1.00244 0.0511532 0.505934 -1.28098
1989:3:16:0 -0.872823 -0.283824 0.484965 -0.973394
1989:4:16:0 -0.686283 -0.240052 0.488159 -0.810337
1989:5:16:0 -0.487568 -0.63683 0.401729 -0.370017
1989:6:16:0 -0.481924 -0.369907 0.440583 -0.517261
1989:7:16:0 -0.250567 -0.113695 0.589086 -0.488263
1989:8:16:0 -0.274862 -0.213433 0.637377 -0.486834
1989:9:16:0 -0.0504156 -0.185314 0.513062 -0.21429
1989:10:16:0 -0.0639837 -0.161706 0.497121 -0.231691
1989:11:16:0 0.02339 -0.199598 0.293796 -0.0237091
1989:12:16:0 0.173974 -0.112651 0.168355 0.146122
1990:1:16:0 0.25448 -0.0950809 0.140902 0.23157
1990:2:16:0 0.300029 0.146293 0.28032 0.0867225
1990:3:16:0 0.329222 -0.0733114 0.173428 0.279163
1990:4:16:0 0.263368 0.0390595 0.25562 0.116028
1990:5:16:0 0.316191 0.042908 0.34998 0.119747
1990:6:16:0 0.231934 0.0638143 0.268256 0.0658985
1990:7:16:0 0.422766 -0.266478 0.355564 0.378223
1990:8:16:0 0.4984 -0.166481 0.394831 0.384225
1990:9:16:0 0.470069 -0.00802733 0.0586132 0.444776
1990:10:16:0 0.612912 -0.279819 0.166735 0.669454
1990:11:16:0 0.536504 -0.256747 0.0324341 0.64866
1990:12:16:0 0.664897 -0.117682 -0.0469 0.747188
1991:1:16:0 0.712571 -0.00517421 -0.020392 0.725354
1991:2:16:0 0.554065 -0.0295852 -0.0270194 0.582368
1991:3:16:0 0.467603 0.068168 -0.0723443 0.469691
1991:4:16:0 0.634918 -0.255552 0.0128157 0.756286
1991:5:16:0 0.647736 0.250012 -0.0779436 0.561702
1991:6:16:0 0.710592 0.406824 0.0363522 0.489004
1991:7:16:0 0.665522 0.688353 0.0951996 0.273745
1991:8:16:0 0.657588 0.162238 0.0486262 0.552155
1991:9:16:0 0.527661 0.151809 -0.0588255 0.481169
1991:10:16:0 0.860066 0.446628 -0.239702 0.756603
1991:11:16:0 0.85446 0.646241 -0.0927452 0.577712
1991:12:16:0 0.899282 0.592943 -0.132441 0.669031
1992:1:16:0 0.683376 0.613124 -0.0394632 0.396545
1992:2:16:0 0.680109 0.572186 -0.0190863 0.403559
1992:3:16:0 0.662311 0.801885 0.00600208 0.258367
1992:4:16:0 0.665023 1.23756 0.11396 -0.0107374
1992:5:16:0 0.709862 1.41525 0.109227 -0.0523774
1992:6:16:0 0.577563 0.635666 0.182171 0.168644
1992:7:16:0 0.64172 0.200112 -0.00095322 0.542141
1992:8:16:0 0.421288 0.0589682 0.207004 0.288301
1992:9:16:0 0.43959 -0.12243 0.277629 0.36199
1992:10:16:0 0.340908 0.0367746 0.213425 0.215809
1992:11:16:0 0.326678 0.0540792 -0.0554366 0.327356
1992:12:16:0 0.371852 -0.0279156 -0.0517213 0.41167
1993:1:16:0 0.520925 0.173276 -0.0665945 0.467584
1993:2:16:0 0.476715 0.515541 -0.0855521 0.261721
1993:3:16:0 0.411543 0.559394 0.0526463 0.105523
1993:4:16:0 0.535026 0.90991 -0.159618 0.15988
1993:5:16:0 0.562619 1.08932 -0.156917 0.0964188
1993:6:16:0 0.54816 0.758709 0.0874571 0.125077
1993:7:16:0 0.54096 0.452111 0.0534249 0.288192
1993:8:16:0 0.499901 0.366034 0.0443284 0.29472
1993:9:16:0 0.579255 0.329785 -0.00614598 0.417436
1993:10:16:0 0.563742 0.470992 -0.112565 0.384529
1993:11:16:0 0.579981 0.190336 0.230255 0.369685
1993:12:16:0 0.532163 0.156189 0.102024 0.403056
1994:1:16:0 0.413417 0.29148 0.138707 0.198323
1994:2:16:0 0.242865 -0.0096415 0.28484 0.105265
1994:3:16:0 0.36002 -0.280448 0.316209 0.34214
1994:4:16:0 0.437939 -0.324216 0.29604 0.452027
1994:5:16:0 0.448735 -0.12846 0.232284 0.396822
1994:6:16:0 0.540945 -0.107859 0.188321 0.500714
1994:7:16:0 0.711654 -0.242104 0.0913341 0.787039
1994:8:16:0 0.893517 -0.354034 -0.0305711 1.08582
1994:9:16:0 0.771927 0.123776 -0.124467 0.772272
1994:10:16:0 0.943373 0.678152 -0.0170883 0.612842
1994:11:16:0 0.973317 0.675255 -0.0132472 0.642313
1994:12:16:0 0.886244 0.759551 -0.0324189 0.522678
1995:1:16:0 0.850706 0.809056 -0.0351611 0.463758
1995:2:16:0 0.80099 0.476361 0.0735557 0.526032
1995:3:16:0 0.78461 0.0194077 0.123499 0.713156
1995:4:16:0 0.631649 -0.292193 0.180456 0.687518
1995:5:16:0 0.557754 -0.324046 0.294434 0.57256
1995:6:16:0 0.607159 -0.0767355 0.442089 0.424482
1995:7:16:0 0.530706 0.174542 0.484713 0.201079
1995:8:16:0 0.395324 -0.110034 0.600768 0.149957
1995:9:16:0 0.267614 -0.104323 0.501683 0.0689342
1995:10:16:0 0.0615295 -0.114085 0.519142 -0.140999
1995:11:16:0 0.0211842 0.0195146 0.552557 -0.264851
1995:12:16:0 0.0412843 -0.0980129 0.518874 -0.169146
1996:1:16:0 -0.0515374 -0.135368 0.418022 -0.192864
1996:2:16:0 -0.0576772 0.0599193 0.326271 -0.250773
1996:3:16:0 0.0186455 0.271679 0.377465 -0.305927
1996:4:16:0 0.0747388 -0.413852 0.493537 0.034896
1996:5:16:0 -0.021124 -0.229399 0.491402 -0.152125
1996:6:16:0 0.211122 -0.308797 0.489078 0.120981
1996:7:16:0 0.096296 -0.170478 0.657841 -0.147385
1996:8:16:0 0.0079804 0.0920136 0.574679 -0.325366
1996:9:16:0 0.0534951 -0.0125419 0.595855 -0.238161
1996:10:16:0 0.106909 -0.196537 0.621308 -0.105476
1996:11:16:0 0.19924 -0.228615 0.499212 0.0639409
1996:12:16:0 0.155609 -0.496773 0.323773 0.242109
1997:1:16:0 0.226756 -0.247881 0.157323 0.272035
1997:2:16:0 0.194648 0.050893 0.064318 0.137042
1997:3:16:0 0.234035 0.654939 0.0381334 -0.112501
1997:4:16:0 0.51991 0.67281 0.168906 0.0990518
1997:5:16:0 0.677642 1.48265 0.110746 -0.119056
1997:6:16:0 0.609876 2.19132 0.167529 -0.56955
1997:7:16:0 0.817473 2.61506 -0.00117082 -0.489472
1997:8:16:0 0.917305 3.02968 -0.16841 -0.513329
1997:9:16:0 1.03432 3.0905 -0.105616 -0.458122
1997:10:16:0 1.034 3.22302 0.17037 -0.662691
1997:11:16:0 1.09292 3.23952 0.0761279 -0.56491
1997:12:16:0 0.855048 3.3637 0.29458 -0.974093
1998:1:16:0 0.974927 2.85603 0.0832882 -0.494731
1998:2:16:0 0.804938 2.41607 0.244041 -0.52512
1998:3:16:0 0.584258 2.32795 0.345613 -0.752522
1998:4:16:0 0.297918 2.19877 0.325339 -0.964138
1998:5:16:0 0.2784 2.191 0.397443 -1.01582
1998:6:16:0 -0.00293225 1.51621 0.605213 -1.06364
1998:7:16:0 -0.111664 1.17795 0.96051 -1.18089
1998:8:16:0 -0.246428 1.00499 1.07621 -1.28703
1998:9:16:0 -0.275821 0.533613 1.05743 -1.07134
1998:10:16:0 -0.52947 0.337015 0.951331 -1.17364
1998:11:16:0 -0.615135 0.261258 0.86383 -1.17768
1998:12:16:0 -0.786947 0.2118 0.613057 -1.19938
1999:1:16:0 -0.927055 0.0782 0.665537 -1.29892
1999:2:16:0 -1.00612 0.259879 0.64961 -1.46087
1999:3:16:0 -0.677643 0.397994 0.683765 -1.21852
1999:4:16:0 -0.545838 -0.246103 0.571952 -0.708762
1999:5:16:0 -0.533547 -0.100913 0.419267 -0.692724
1999:6:16:0 -0.468694 -0.210542 0.391325 -0.559086
1999:7:16:0 -0.450346 -0.232017 0.426915 -0.547795
1999:8:16:0 -0.543066 -0.160223 0.24567 -0.58579
1999:9:16:0 -0.416231 -0.503472 0.46344 -0.396215
1999:10:16:0 -0.472832 -0.52014 0.552875 -0.4892
1999:11:16:0 -0.711764 -0.741581 0.479495 -0.580721
1999:12:16:0 -0.848758 -0.672785 0.554133 -0.789432
2000:1:16:0 -0.936418 -0.656169 0.618008 -0.917337
2000:2:16:0 -1.05299 -0.181037 0.551745 -1.23834
2000:3:16:0 -0.938137 -0.0845744 0.493068 -1.14238
2000:4:16:0 -0.719321 0.404171 0.49508 -1.16895
2000:5:16:0 -0.622224 0.00505078 0.414417 -0.831958
2000:6:16:0 -0.383922 -0.446658 0.271229 -0.296208
2000:7:16:0 -0.254415 -0.352251 0.125055 -0.140816
2000:8:16:0 -0.146733 -0.230442 0.373768 -0.218396
2000:9:16:0 -0.0995427 -0.104468 0.432247 -0.263432
2000:10:16:0 -0.204286 -0.166209 0.420365 -0.331364
2000:11:16:0 -0.228849 -0.282132 0.522975 -0.34927
2000:12:16:0 -0.468433 -0.0915593 0.486582 -0.665945
2001:1:16:0 -0.499432 -0.276443 0.694533 -0.708477
2001:2:16:0 -0.525569 0.0666067 0.572813 -0.845279
2001:3:16:0 -0.402066 0.527999 0.63351 -0.982821
2001:4:16:0 -0.169616 0.520678 0.600542 -0.730226
2001:5:16:0 -0.047143 -0.0630898 0.433921 -0.232559
2001:6:16:0 0.131102 -0.233838 0.57291 -0.038434
2001:7:16:0 0.332638 -0.120001 0.339126 0.223076
2001:8:16:0 0.343567 -0.209985 0.400583 0.248268
2001:9:16:0 0.399623 -0.604846 0.460245 0.471923
2001:10:16:0 0.305535 -0.448776 0.571795 0.244026
2001:11:16:0 0.292355 -0.476159 0.585838 0.237515
2001:12:16:0 0.101151 -0.391737 0.421014 0.0865128
2002:1:16:0 0.32201 -0.459174 0.419366 0.341914
2002:2:16:0 0.260341 -0.104581 0.408481 0.108392
2002:3:16:0 0.331446 0.601249 0.409322 -0.17384
2002:4:16:0 0.448201 0.349528 0.504066 0.0214042
2002:5:16:0 0.473531 0.421876 0.37366 0.0757629
2002:6:16:0 0.729409 0.0526722 0.364837 0.520654
2002:7:16:0 0.714146 0.117808 0.193828 0.558328
2002:8:16:0 0.726123 0.0955003 0.0930329 0.631856
2002:9:16:0 0.754881 0.282712 0.0760906 0.575479
2002:10:16:0 0.902911 0.646127 0.32136 0.419168
2002:11:16:0 0.956628 0.824171 0.36238 0.363353
2002:12:16:0 0.852001 0.812633 0.301697 0.294836
2003:1:16:0 0.792163 0.346552 0.27075 0.483512
2003:2:16:0 0.642539 0.124173 0.235968 0.462469
2003:3:16:0 0.657387 -0.0649254 0.208732 0.585484
2003:4:16:0 0.465274 -0.334562 0.446608 0.409251
2003:5:16:0 0.16949 -0.693347 0.462142 0.285093
2003:6:16:0 0.315074 -0.357729 0.353949 0.316964
2003:7:16:0 0.40028 0.0229388 0.506808 0.135407
2003:8:16:0 0.404439 0.379111 0.399577 0.0150954
2003:9:16:0 0.479134 0.0119701 0.436205 0.255047
2003:10:16:0 0.641506 0.35234 0.527453 0.20161
2003:11:16:0 0.585826 0.485679 0.421881 0.132046
2003:12:16:0 0.456783 0.570792 0.258968 0.041903
2004:1:16:0 0.485327 0.413039 0.321491 0.118062
2004:2:16:0 0.366641 0.285832 0.500775 -0.0266621
2004:3:16:0 0.184445 0.199097 0.544445 -0.187326
2004:4:16:0 0.267893 0.15757 0.409633 -0.0157085
2004:5:16:0 0.345241 -0.318384 0.355848 0.326509
2004:6:16:0 0.407115 -0.261726 0.158635 0.45866
2004:7:16:0 0.588979 -0.205046 0.198654 0.592175
2004:8:16:0 0.680431 -0.0645102 0.0225621 0.701406
2004:9:16:0 0.825918 0.141788 0.106727 0.701661
2004:10:16:0 0.844487 0.31817 0.00513061 0.682837
2004:11:16:0 0.778534 0.521791 0.112388 0.461444
2004:12:16:0 0.796179 0.555384 0.309223 0.363875
2005:1:16:0 0.857943 0.281328 0.303744 0.565407
2005:2:16:0 0.549945 -0.148117 0.21988 0.514063
2005:3:16:0 0.503251 -0.340071 0.352855 0.496859
2005:4:16:0 0.425049 0.0975141 0.173653 0.289465
2005:5:16:0 0.368539 0.348585 0.250614 0.0689393
2005:6:16:0 0.362909 0.176479 0.301981 0.123679
2005:7:16:0 0.250605 0.325216 0.481984 -0.152996
2005:8:16:0 0.209261 0.206298 0.374954 -0.0813649
2005:9:16:0 0.271316 -0.259763 0.305447 0.248474
2005:10:16:0 0.263054 -0.480531 0.518493 0.244073
2005:11:16:0 0.11922 -0.973075 0.100243 0.555636
2005:12:16:0 -0.0888562 -0.856725 -0.165761 0.422387
2006:1:16:0 -0.291592 -0.267542 0.329021 -0.322332
2006:2:16:0 -0.433129 0.386204 0.500531 -0.876497
2006:3:16:0 -0.268371 0.0960066 0.405789 -0.519268
2006:4:16:0 -0.0384282 -0.128067 0.363602 -0.156196
2006:5:16:0 0.131229 0.0107449 0.407419 -0.0778527
2006:6:16:0 0.272295 -0.00961633 0.425933 0.0641365
2006:7:16:0 0.310195 0.237795 0.160615 0.11099
2006:8:16:0 0.54648 0.561366 0.0161353 0.257729
2006:9:16:0 0.718141 0.779348 0.273471 0.191732
2006:10:16:0 0.817657 1.00948 -0.073201 0.349516
2006:11:16:0 0.858808 0.924053 0.0963534 0.348605
2006:12:16:0 0.82446 0.851898 0.248515 0.274254
2007:1:16:0 0.593935 0.656778 0.316961 0.107065
2007:2:16:0 0.369209 0.34713 0.337651 0.0268186
2007:3:16:0 0.286997 -0.0563706 0.181552 0.224406
2007:4:16:0 0.254861 -0.257377 0.169059 0.299019
2007:5:16:0 0.0632207 -0.552696 0.283592 0.197773
2007:6:16:0 0.200107 -0.619521 0.547618 0.236058
2007:7:16:0 0.165229 -0.296348 0.464238 0.0812838
2007:8:16:0 0.0738719 -0.612193 0.383795 0.188071
2007:9:16:0 -0.181545 -0.865924 0.391957 0.0554382
2007:10:16:0 -0.418751 -1.00649 0.390239 -0.110623
2007:11:16:0 -0.683525 -1.29587 0.377508 -0.224344
2007:12:16:0 -0.756522 -1.05783 0.485417 -0.470314
2008:1:16:0 -0.987846 -0.719498 0.532627 -0.89441
2008:2:16:0 -1.109 -0.183466 0.593712 -1.31412
2008:3:16:0 -0.90004 0.155612 0.525606 -1.24065
2008:4:16:0 -0.673487 0.227618 0.467621 -1.02111
2008:5:16:0 -0.561545 0.171322 0.276151 -0.785281
2008:6:16:0 -0.417028 0.341753 0.16796 -0.671884
2008:7:16:0 -0.19626 0.554451 0.325343 -0.636157
2008:8:16:0 -0.114481 0.804616 0.471448 -0.752514
2008:9:16:0 -0.138721 0.414307 0.55096 -0.621355
2008:10:16:0 -0.127023 0.307851 0.576558 -0.569228
2008:11:16:0 -0.251158 0.0571275 0.639677 -0.59956
2008:12:16:0 -0.407856 0.00543341 0.773193 -0.797169
2009:1:16:0 -0.390736 0.0549309 0.620956 -0.72868
2009:2:16:0 -0.348077 0.0725834 0.607237 -0.687987
2009:3:16:0 -0.202504 -0.241168 0.591024 -0.377432
2009:4:16:0 0.0453421 0.358468 0.563387 -0.415586
2009:5:16:0 0.311217 0.547758 0.44431 -0.184817
2009:6:16:0 0.501622 0.78437 0.45999 -0.120558
2009:7:16:0 0.636751 0.91637 0.507973 -0.0754208
2009:8:16:0 0.730632 0.829544 0.407424 0.112148
2009:9:16:0 0.756856 0.606419 0.270219 0.318537
2009:10:16:0 1.00358 0.572656 0.247021 0.593741
2009:11:16:0 1.23067 0.571415 0.173471 0.85823
2009:12:16:0 1.27363 0.833941 0.163774 0.774771
2010:1:16:0 1.17804 0.520964 0.0822154 0.876454
2010:2:16:0 0.89548 0.276378 0.19906 0.657761
2010:3:16:0 0.827877 0.1528 0.386898 0.558028
2010:4:16:0 0.688684 0.57702 0.405211 0.197569
2010:5:16:0 0.296054 0.45919 0.564039 -0.215561
2010:6:16:0 0.0564355 -0.0319741 0.74299 -0.299073
2010:7:16:0 -0.207 -0.463778 0.851866 -0.401044
2010:8:16:0 -0.621686 -0.709978 0.773036 -0.653215
2010:9:16:0 -0.791858 -0.813172 0.777483 -0.774013
2010:10:16:0 -0.934719 -1.07698 0.777488 -0.784973
2010:11:16:0 -0.987876 -0.97923 0.703537 -0.85003
2010:12:16:0 -0.963573 -0.804313 0.744021 -0.933427
2011:1:16:0 -1.01825 -0.578139 0.647462 -1.05291
2011:2:16:0 -0.839692 -0.00201713 0.590684 -1.13403
2011:3:16:0 -0.554327 -0.210776 0.405531 -0.651704
2011:4:16:0 -0.452019 0.0273872 0.326998 -0.629212
2011:5:16:0 -0.33673 0.149487 0.32296 -0.572954
2011:6:16:0 -0.228749 0.336241 0.210061 -0.5019
2011:7:16:0 -0.193517 0.242854 0.101192 -0.365539
2011:8:16:0 -0.347948 -0.0898474 0.289737 -0.447892
2011:9:16:0 -0.371311 -0.524174 0.33994 -0.279194
2011:10:16:0 -0.439042 -0.514543 0.481559 -0.42255
2011:11:16:0 -0.524058 -0.4395 0.515617 -0.562116
2011:12:16:0 -0.68886 -0.254463 0.680412 -0.901835
2012:1:16:0 -0.637125 -0.207678 0.487063 -0.776817
2012:2:16:0 -0.490151 0.556577 0.507132 -1.02201
2012:3:16:0 -0.333782 0.346381 0.426817 -0.720381
2012:4:16:0 -0.151158 0.544197 0.32069 -0.583602
2012:5:16:0 -0.0970787 0.47495 0.516678 -0.592893
2012:6:16:0 0.0490659 0.918563 0.313665 -0.567048
2012:7:16:0 0.162943 1.01533 0.271838 -0.480642
2012:8:16:0 0.437112 0.629026 0.185738 0.0297297
2012:9:16:0 0.478887 0.408023 0.315543 0.117104
2012:10:16:0 0.500425 0.103447 0.23269 0.332357
2012:11:16:0 0.530895 0.0422452 0.423708 0.297919
2012:12:16:0 0.285587 -0.110037 0.462187 0.109512
2013:1:16:0 0.144886 -0.210973 0.327873 0.0864364
2013:2:16:0 -0.0506216 0.0470098 0.427672 -0.287962
2013:3:16:0 -0.0246657 0.22504 0.548913 -0.411642
2013:4:16:0 0.130346 -0.252287 0.637416 -0.0622183
2013:5:16:0 0.152525 -0.605181 0.682085 0.114073
2013:6:16:0 0.13302 -0.799364 0.599832 0.232786
2013:7:16:0 0.172532 -0.608165 0.684372 0.134428
2013:8:16:0 0.247393 -0.461797 0.628744 0.16392
2013:9:16:0 0.255346 -0.298767 0.670605 0.0694271
2013:10:16:0 0.227379 0.102858 0.455949 -0.052024
2013:11:16:0 0.321315 -0.119931 0.398222 0.18217
2013:12:16:0 0.185091 0.0700576 0.592733 -0.146304
2014:1:16:0 0.0411473 0.23088 0.392744 -0.270665
2014:2:16:0 0.215156 -0.312759 0.276506 0.233282
2014:3:16:0 0.365827 -0.041153 0.313656 0.229576
2014:4:16:0 0.411322 0.079844 0.433859 0.15447
2014:5:16:0 0.487335 0.602817 0.446945 -0.0375456
2014:6:16:0 0.559702 0.950927 0.648049 -0.239786
2014:7:16:0 0.474553 0.939957 0.5039 -0.247376
2014:8:16:0 0.509716 0.726349 0.471606 -0.0892614
2014:9:16:0 0.631518 0.33394 0.41602 0.256538
2014:10:16:0 0.676496 0.578996 0.253913 0.260041
2014:11:16:0 0.863565 0.744625 0.304735 0.338885
2014:12:16:0 0.742194 0.553571 0.391715 0.269551
2015:1:16:0 0.779879 0.237905 0.373051 0.4744
2015:2:16:0 0.815775 -0.0890734 0.271828 0.724398
2015:3:16:0 0.738936 0.0584699 0.25993 0.579736
2015:4:16:0 0.959002 0.60291 0.225642 0.544726
